"vin_1_10","county","city","state","zip_code","model_year","make","model","ev_type","cafv_type","electric_range","legislative_district","dol_vehicle_id","geocoded_column","electric_utility","_2020_census_tract"
"YSMET3KA3P","Clark","Vancouver","WA","98683","2023","POLESTAR","PS2","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","17","225709494","POINT (-122.49212 45.60365)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011041323"
"JTMBDAFB1T","Kitsap","Kingston","WA","98346","2026","TOYOTA","BZ","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","23","287762933","POINT (-122.4977 47.79802)","PUGET SOUND ENERGY INC","53035090102"
"KM8KMDAF5N","King","Kirkland","WA","98033","2022","HYUNDAI","IONIQ 5","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","45","198517917","POINT (-122.2066 47.67887)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022401"
"5YJSA1E5XM","King","Bellevue","WA","98005","2021","TESLA","MODEL S","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","48","161827214","POINT (-122.1621 47.64441)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023701"
"7SAYGDEE8P","King","Bellevue","WA","98006","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","41","244602879","POINT (-122.12096 47.55584)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024901"
"7SAYGDEE1P","Snohomish","Mill Creek","WA","98012","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","44","240063008","POINT (-122.20105 47.84423)","PUGET SOUND ENERGY INC","53061052008"
"5YJ3E1EBXM","King","Bellevue","WA","98006","2021","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","41","137167768","POINT (-122.12096 47.55584)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024701"
"1G1FY6S04L","King","Seattle","WA","98125","2020","CHEVROLET","BOLT EV","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","259","46","116547987","POINT (-122.30253 47.72656)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033001202"
"YSMFD3KA0R","Clark","Washougal","WA","98671","2024","POLESTAR","PS2","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","14","259700556","POINT (-122.35341 45.57923)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040510"
"7SAYGAEE7P","Snohomish","Lake Stevens","WA","98258","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","44","282837845","POINT (-122.06402 48.01497)","PUGET SOUND ENERGY INC","53061052505"
"1C4RJXR65S","Clark","Vancouver","WA","98682","2025","JEEP","WRANGLER","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","21","17","280048009","POINT (-122.55149 45.69345)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011041326"
"1V2GNPE82P","King","Seattle","WA","98125","2023","VOLKSWAGEN","ID.4","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","46","224609689","POINT (-122.30253 47.72656)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033001100"
"7SAXCBE66R","King","Redmond","WA","98052","2024","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","45","271905938","POINT (-122.13158 47.67858)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032330"
"5YJ3E1EB2L","King","Bellevue","WA","98005","2020","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","322","41","104284736","POINT (-122.1621 47.64441)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023604"
"7SAYGDEE0R","King","Bellevue","WA","98004","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","41","267237967","POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024002"
"JTMAB3FV4R","Jefferson","Port Ludlow","WA","98365","2024","TOYOTA","RAV4 PRIME (PHEV)","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","42","24","276021756","POINT (-122.68475 47.92989)","BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY","53031950302"
"JTMBDAFBXT","King","Seattle","WA","98125","2026","TOYOTA","BZ","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","46","290707693","POINT (-122.30253 47.72656)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033000102"
"JTJHKCFZ9T","King","Seatac","WA","98188","2026","LEXUS","NX","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","37","33","290197428","POINT (-122.27979 47.44952)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033028402"
"1G1FW6S00H","Kitsap","Bremerton","WA","98312","2017","CHEVROLET","BOLT EV","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","238","35","170200551","POINT (-122.65223 47.57192)","PUGET SOUND ENERGY INC","53035091301"
"7SAYGDEE8P","King","Seattle","WA","98109","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","36","255305977","POINT (-122.35022 47.63824)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033007002"
"7SAYGDED7T","Clark","Vancouver","WA","98662","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","17","283039732","POINT (-122.57722 45.64251)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040703"
"1FADP5CU9G","King","Seattle","WA","98119","2016","FORD","C-MAX","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","19","36","162431944","POINT (-122.3684 47.64586)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033005901"
"5YJ3E1EBXN","King","Seattle","WA","98122","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","37","195093972","POINT (-122.31009 47.60803)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033007700"
"5YJ3E1EB8N","King","Bellevue","WA","98004","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","48","255463631","POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024001"
"7SAYGDEE7P","King","Kirkland","WA","98033","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","48","249620143","POINT (-122.2066 47.67887)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022501"
"JM3KKDHA0R","King","Kent","WA","98031","2024","MAZDA","CX-90","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","26","47","244323152","POINT (-122.17743 47.41185)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029403"
"1FT6W3L79R","King","Lake Forest Park","WA","98155","2024","FORD","F-150","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","46","271910180","POINT (-122.30304 47.75494)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033021300"
"7SAYGDEF3N","King","Covington","WA","98042","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","47","183266646","POINT (-122.10798 47.37124)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033031709"
"7PDSGBBA6R","King","Seattle","WA","98109","2024","RIVIAN","R1S","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","36","264534294","POINT (-122.35022 47.63824)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033007002"
"5YJ3E1EB5L","King","Auburn","WA","98092","2020","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","322","47","4854846","POINT (-122.18263 47.31825)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033031208"
"1G1FZ6S08P","King","Kirkland","WA","98033","2023","CHEVROLET","BOLT EUV","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","48","261440735","POINT (-122.2066 47.67887)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022603"
"JTDKARFP2L","Clark","Vancouver","WA","98683","2020","TOYOTA","PRIUS PRIME (PHEV)","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","25","17","237873275","POINT (-122.49212 45.60365)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011041323"
"7YAKMDDC1S","Clark","Vancouver","WA","98682","2025","HYUNDAI","IONIQ 5","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","17","277813462","POINT (-122.55149 45.69345)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040713"
"1C4JJXP62M","King","Bellevue","WA","98004","2021","JEEP","WRANGLER","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","25","41","167417743","POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023901"
"7SAYGDEE2R","King","Seattle","WA","98125","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","46","263212456","POINT (-122.30253 47.72656)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033000102"
"3FMTK3R70N","King","Tukwila","WA","98178","2022","FORD","MUSTANG MACH-E","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","11","286989405","POINT (-122.25031 47.49481)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033026300"
"5LMYJ9YY5L","Clark","Vancouver","WA","98662","2020","LINCOLN","AVIATOR","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","21","17","278636417","POINT (-122.57722 45.64251)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040703"
"7SAYGDEE7P","Snohomish","Mill Creek","WA","98012","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","44","229568160","POINT (-122.20105 47.84423)","PUGET SOUND ENERGY INC","53061052008"
"1G6RM1E45G","King","Kirkland","WA","98034","2016","CADILLAC","ELR","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","36","45","271493659","POINT (-122.22901 47.72201)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022005"
"JTDKARFP8J","King","Kent","WA","98031","2018","TOYOTA","PRIUS PRIME (PHEV)","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","25","47","476432442","POINT (-122.17743 47.41185)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029408"
"7SAYGDED4T","King","Redmond","WA","98052","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","48","286361295","POINT (-122.13158 47.67858)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032331"
"WVWPR7AU3J","King","Kirkland","WA","98034","2018","VOLKSWAGEN","E-GOLF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","125","45","278511236","POINT (-122.22901 47.72201)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022006"
"KMHM34AC5P","Clark","Vancouver","WA","98662","2023","HYUNDAI","IONIQ 6","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","17","251207407","POINT (-122.57722 45.64251)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040709"
"7SAXCBE60N","King","Bellevue","WA","98004","2022","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","48","208095660","POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023806"
"WBY8P8C05M","King","Medina","WA","98039","2021","BMW","I3","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","153","48","273634630","POINT (-122.23892 47.61613)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024200"
"5YJ3E1EB4L","Snohomish","Lake Stevens","WA","98258","2020","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","322","44","128460426","POINT (-122.06402 48.01497)","PUGET SOUND ENERGY INC","53061052605"
"WB523CF0XS","King","Bellevue","WA","98004","2025","BMW","IX","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","41","272099432","POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023902"
"5YJ3E1EB7P","King","Bellevue","WA","98008","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","48","256331260","POINT (-122.11867 47.63131)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023000"
"7SAYGDEE8S","King","Bellevue","WA","98005","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","48","277572298","POINT (-122.1621 47.64441)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023701"
"2C4RC1N73P","King","Kirkland","WA","98034","2023","CHRYSLER","PACIFICA","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","32","1","265702174","POINT (-122.22901 47.72201)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022300"
"YSMFD3KAXR","King","Seattle","WA","98102","2024","POLESTAR","PS2","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","43","250947854","POINT (-122.32427 47.63433)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033006100"
"1G1RA6S56H","King","Issaquah","WA","98027","2017","CHEVROLET","VOLT","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","53","5","133812297","POINT (-122.03439 47.5301)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032104"
"1N4AZ1BV1N","King","Bellevue","WA","98008","2022","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","48","259038139","POINT (-122.11867 47.63131)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023000"
"JTJAAAABXS","King","Redmond","WA","98052","2025","LEXUS","RZ","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","45","278555945","POINT (-122.13158 47.67858)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032321"
"5YJXCBE20J","Snohomish","Woodway","WA","98020","2018","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","238","32","110017960","POINT (-122.37695 47.81113)","PUGET SOUND ENERGY INC","53061050600"
"7SAYGDEE7P","Snohomish","Bothell","WA","98021","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","1","244930101","POINT (-122.18384 47.8031)","PUGET SOUND ENERGY INC","53061051918"
"7SAYGDEFXN","King","Kirkland","WA","98034","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","1","216567207","POINT (-122.22901 47.72201)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022300"
"3FA6P0SU1D","King","Redmond","WA","98052","2013","FORD","FUSION","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","19","48","187903607","POINT (-122.13158 47.67858)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022802"
"7SAXCDE56N","Clark","Vancouver","WA","98685","2022","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","18","199501599","POINT (-122.70303 45.70954)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040909"
"7SAYGDEE3P","King","Newcastle","WA","98056","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","41","233918408","POINT (-122.18839 47.51197)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024703"
"JTMABABA2P","King","Kirkland","WA","98033","2023","SUBARU","SOLTERRA","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","45","228679902","POINT (-122.2066 47.67887)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022006"
"JTJAAAAB8P","King","Kent","WA","98030","2023","LEXUS","RZ","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","33","252470081","POINT (-122.19976 47.37483)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029702"
"JTMFB3FV8S","Jefferson","Port Townsend","WA","98368","2025","TOYOTA","RAV4 PRIME (PHEV)","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","42","24","278453899","POINT (-122.77263 48.1212)","BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY","53031950502"
"3GN7DLRP8S","King","Seattle","WA","98125","2025","CHEVROLET","EQUINOX","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","46","290337372","POINT (-122.30253 47.72656)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033000202"
"JTJKKCFZ6R","King","Redmond","WA","98052","2024","LEXUS","NX","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","37","45","265177104","POINT (-122.13158 47.67858)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032323"
"5YJ3E1EA3J","King","Renton","WA","98055","2018","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","215","11","244850371","POINT (-122.19488 47.44034)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029308"
"5YJ3E1ET9S","King","Kent","WA","98030","2025","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","47","285044077","POINT (-122.19976 47.37483)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029602"
"JTDACACU1R","Clark","Vancouver","WA","98685","2024","TOYOTA","PRIUS PRIME (PHEV)","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","39","49","270188054","POINT (-122.70303 45.70954)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040904"
"JN1AZ0CPXB","King","Bellevue","WA","98008","2011","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","73","48","217843055","POINT (-122.11867 47.63131)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023100"
"7SAYGDEE5P","King","Kirkland","WA","98034","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","1","224763437","POINT (-122.22901 47.72201)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022300"
"1FTVW1BK0R","Clark","Vancouver","WA","98682","2024","FORD","F-150","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","17","284049104","POINT (-122.55149 45.69345)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040711"
"1N4AZ0CP0D","King","Kirkland","WA","98034","2013","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","75","45","124106195","POINT (-122.22901 47.72201)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033021904"
"KNDC3DLC7P","King","Redmond","WA","98052","2023","KIA","EV6","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","48","257104669","POINT (-122.13158 47.67858)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032325"
"7G2CEHEDXS","King","Kirkland","WA","98034","2025","TESLA","CYBERTRUCK","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","45","283052003","POINT (-122.22901 47.72201)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022005"
"5YJ3E1EB0R","King","Seattle","WA","98106","2024","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","34","274120815","POINT (-122.35163 47.54287)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033009900"
"5YJ3E1EA5K","Kitsap","Bainbridge Island","WA","98110","2019","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","220","23","221414812","POINT (-122.521 47.62759)","PUGET SOUND ENERGY INC","53035090800"
"5YJ3E1EB0L","King","Kirkland","WA","98033","2020","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","322","48","235256395","POINT (-122.2066 47.67887)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022502"
"7SAYGDEE6R","King","Kent","WA","98031","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","47","267210569","POINT (-122.17743 47.41185)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029405"
"7SAYGDEE3P","Clark","Washougal","WA","98671","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","18","228395940","POINT (-122.35341 45.57923)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040512"
"ZACPDFDW0R","King","Seattle","WA","98103","2024","DODGE","HORNET","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","32","43","279182025","POINT (-122.35436 47.67596)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033004800"
"7SAYGDEE4P","Kitsap","Bainbridge Island","WA","98110","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","23","228003408","POINT (-122.521 47.62759)","PUGET SOUND ENERGY INC","53035090902"
"1V2JNPE8XP","King","Seattle","WA","98177","2023","VOLKSWAGEN","ID.4","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","36","260881505","POINT (-122.37238 47.74068)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033001600"
"JTMAB3FV3N","King","Bothell","WA","98011","2022","TOYOTA","RAV4 PRIME (PHEV)","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","42","1","224482275","POINT (-122.20563 47.76144)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022001"
"7SAYGAEE2R","King","Kirkland","WA","98034","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","45","283422751","POINT (-122.22901 47.72201)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022003"
"KM8JFDD23R","Snohomish","Arlington","WA","98223","2024","HYUNDAI","TUCSON","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","33","39","270738618","POINT (-122.1264 48.19471)","PUGET SOUND ENERGY INC","53061053505"
"KNDC3DLCXN","King","Bellevue","WA","98006","2022","KIA","EV6","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","41","288132988","POINT (-122.12096 47.55584)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023902"
"5YJYGDEE7M","King","Seattle","WA","98125","2021","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","46","276728056","POINT (-122.30253 47.72656)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033000101"
"1N4CZ1CV6R","King","Seattle","WA","98125","2024","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","46","262518175","POINT (-122.30253 47.72656)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033000800"
"5YJ3E1ET2R","King","Bellevue","WA","98004","2024","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","41","271695623","POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023901"
"5YJ3E1EB7J","King","Kirkland","WA","98033","2018","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","215","45","115206038","POINT (-122.2066 47.67887)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022401"
"1N4AZ0CP9F","King","Seattle","WA","98115","2015","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","84","46","139798599","POINT (-122.31676 47.68156)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033002000"
"7SAYGDEE6P","King","Kent","WA","98042","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","47","256263948","POINT (-122.10798 47.37124)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033031704"
"KNDPYDAH0P","Yakima","Selah","WA","98942","2023","KIA","SPORTAGE","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","34","15","211264511","POINT (-120.53145 46.65405)","PACIFICORP","53077003200"
"WVGTMPE29M","King","Kirkland","WA","98034","2021","VOLKSWAGEN","ID.4","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","45","284827483","POINT (-122.22901 47.72201)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022003"
"1C4RJXR65S","Clark","Vancouver","WA","98682","2025","JEEP","WRANGLER","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","21","17","278282665","POINT (-122.55149 45.69345)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011041326"
"7SAYGDEE2R","King","Covington","WA","98042","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","47","269776699","POINT (-122.10798 47.37124)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033031707"
"1G1RD6E43C","Snohomish","Marysville","WA","98271","2012","CHEVROLET","VOLT","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","35","39","178960645","POINT (-122.17138 48.10433)","PUGET SOUND ENERGY INC","53061052808"
"1C4RJXR66S","Clark","Vancouver","WA","98682","2025","JEEP","WRANGLER","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","21","17","278082493","POINT (-122.55149 45.69345)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011041326"
