"vin_1_10","county","city","state","zip_code","model_year","make","model","ev_type","cafv_type","electric_range","legislative_district","dol_vehicle_id","geocoded_column","electric_utility","_2020_census_tract"
"KNDCR3L17P","King","Kirkland","WA","98034","2023","KIA","NIRO","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","45","245177621","POINT (-122.22901 47.72201)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033021904"
"WA1LAAGE7M","King","Bellevue","WA","98006","2021","AUDI","E-TRON","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","222","41","132790983","POINT (-122.12096 47.55584)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024905"
"1N4BZ1CPXK","King","Seattle","WA","98146","2019","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","150","34","6101518","POINT (-122.36322 47.49736)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033012100"
"5YJYGAEE3M","Clark","Vancouver","WA","98685","2021","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","18","213534954","POINT (-122.70303 45.70954)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040910"
"KNDADFS53R","King","Seattle","WA","98112","2024","KIA","EV9","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","43","270292732","POINT (-122.30207 47.64085)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033006200"
"7SAYGDEE4P","King","Renton","WA","98055","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","11","284512091","POINT (-122.19488 47.44034)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029308"
"5YJ3E1EBXK","King","Bothell","WA","98011","2019","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","220","1","141142025","POINT (-122.20563 47.76144)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033021804"
"JTMEB3FV5R","King","Auburn","WA","98092","2024","TOYOTA","RAV4 PRIME (PHEV)","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","42","47","272806355","POINT (-122.18263 47.31825)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033031208"
"7SAYGDEF3P","King","Bellevue","WA","98005","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","48","236468144","POINT (-122.1621 47.64441)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023701"
"JA4J24A59K","King","Seattle","WA","98144","2019","MITSUBISHI","OUTLANDER","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","22","37","8103973","POINT (-122.30866 47.57874)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033008900"
"1FTBW1YK5P","Thurston","Tumwater","WA","98501","2023","FORD","TRANSIT","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","22","273823763","POINT (-122.89165 47.03954)","PUGET SOUND ENERGY INC","53067010801"
"7SAYGAEE7P","King","Redmond","WA","98052","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","45","259045104","POINT (-122.13158 47.67858)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032323"
"JTDKN3DP2C","King","Renton","WA","98056","2012","TOYOTA","PRIUS","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","6","11","142307721","POINT (-122.18839 47.51197)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033025401"
"7SAYGDEEXT","King","Renton","WA","98059","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","11","281718076","POINT (-122.11589 47.50243)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033025602"
"7PDSGABL0P","Kitsap","Bainbridge Island","WA","98110","2023","RIVIAN","R1S","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","23","235435469","POINT (-122.521 47.62759)","PUGET SOUND ENERGY INC","53035090800"
"YV4ED3UM3P","King","Newcastle","WA","98056","2023","VOLVO","XC40","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","41","255203119","POINT (-122.18839 47.51197)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024703"
"5YJ3E1EA4P","King","Seattle","WA","98125","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","46","227298242","POINT (-122.30253 47.72656)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033001100"
"5YJ3E1EB6N","King","Seattle","WA","98117","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","36","199055244","POINT (-122.38418 47.70044)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033002900"
"1G1FX6S00H","King","Seattle","WA","98122","2017","CHEVROLET","BOLT EV","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","238","43","138714628","POINT (-122.31009 47.60803)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033007901"
"7SAYGDEE7N","King","Auburn","WA","98092","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","47","207253154","POINT (-122.18263 47.31825)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029602"
"7YAKRDDC2T","Kitsap","Bainbridge Island","WA","98110","2026","HYUNDAI","IONIQ 5","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","23","288344136","POINT (-122.521 47.62759)","PUGET SOUND ENERGY INC","53035091002"
"5YJ3E1EA2P","King","Seattle","WA","98125","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","46","258023601","POINT (-122.30253 47.72656)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033000101"
"7SAYGAEE8R","King","Seattle","WA","98108","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","11","265655736","POINT (-122.31449 47.53917)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033010402"
"5YJ3E1EB7J","King","Issaquah","WA","98027","2018","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","215","5","474096521","POINT (-122.03439 47.5301)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032104"
"7SAYGAEE1P","King","Kirkland","WA","98034","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","45","244515365","POINT (-122.22901 47.72201)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022005"
"1N4AZ0CP2E","Kitsap","Poulsbo","WA","98370","2014","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","84","23","101244727","POINT (-122.64681 47.73689)","PUGET SOUND ENERGY INC","53035090502"
"3FMTK2SU0N","King","Seattle","WA","98178","2022","FORD","MUSTANG MACH-E","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","37","214832110","POINT (-122.25031 47.49481)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033011902"
"5YJ3E1EA8P","Clark","Vancouver","WA","98686","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","17","245475310","POINT (-122.62731 45.71668)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040812"
"WVGAWVEB2S","King","Bellevue","WA","98008","2025","VOLKSWAGEN","ID. BUZZ","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","48","286873345","POINT (-122.11867 47.63131)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023403"
"W1KCG4EB1N","King","Lake Forest Park","WA","98155","2022","MERCEDES-BENZ","EQS-CLASS SEDAN","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","46","207001476","POINT (-122.30304 47.75494)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033021300"
"3MW5P9J05N","King","Kent","WA","98030","2022","BMW","330E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","22","47","218063639","POINT (-122.19976 47.37483)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029507"
"KM8S7DA28N","Kitsap","Port Orchard","WA","98367","2022","HYUNDAI","SANTA FE","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","31","35","286414810","POINT (-122.68471 47.50524)","PUGET SOUND ENERGY INC","53035092901"
"WMW13DJ0XN","King","Burien","WA","98166","2022","MINI","HARDTOP","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","34","182876508","POINT (-122.33942 47.46864)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033027600"
"7PDSGABL7P","King","Bothell","WA","98011","2023","RIVIAN","R1S","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","1","241756210","POINT (-122.20563 47.76144)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033021803"
"3C3CFFGE9F","Kitsap","Port Orchard","WA","98367","2015","FIAT","500","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","87","26","241871066","POINT (-122.68471 47.50524)","PUGET SOUND ENERGY INC","53035092902"
"5YJYGDEE3M","Clark","Vancouver","WA","98685","2021","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","18","151062530","POINT (-122.70303 45.70954)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040909"
"7SAYGDEE8P","King","Seattle","WA","98122","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","43","249787667","POINT (-122.31009 47.60803)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033007503"
"4JGGM1CB4R","King","Issaquah","WA","98029","2024","MERCEDES-BENZ","EQE-CLASS SUV","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","5","271697422","POINT (-122.01656 47.57118)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032220"
"7SAYGAEE1S","King","Issaquah","WA","98029","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","5","274692204","POINT (-122.01656 47.57118)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032220"
"WVGKMPE21M","King","Kent","WA","98030","2021","VOLKSWAGEN","ID.4","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","47","206966819","POINT (-122.19976 47.37483)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029506"
"7SAYGDEE5T","Snohomish","Lake Stevens","WA","98258","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","44","282497323","POINT (-122.06402 48.01497)","PUGET SOUND ENERGY INC","53061052505"
"5YJ3E1EB8S","King","Seattle","WA","98109","2025","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","36","275922440","POINT (-122.35022 47.63824)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033007002"
"5YJ3E1EA5N","King","Covington","WA","98042","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","47","287190158","POINT (-122.10798 47.37124)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033031705"
"7SAXCBE56N","Clark","Vancouver","WA","98685","2022","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","18","186738828","POINT (-122.70303 45.70954)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040907"
"4JGDM2EB4R","King","Bellevue","WA","98006","2024","MERCEDES-BENZ","EQS-CLASS SUV","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","41","268262424","POINT (-122.12096 47.55584)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033025007"
"JTJCJMGA2T","King","Newcastle","WA","98059","2026","LEXUS","RX","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","38","41","291461516","POINT (-122.11589 47.50243)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033025005"
"5YJ3E1EB4N","King","Seattle","WA","98122","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","43","195058440","POINT (-122.31009 47.60803)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033007502"
"JTDKARFP3L","Klickitat","White Salmon","WA","98672","2020","TOYOTA","PRIUS PRIME (PHEV)","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","25","14","4774962","POINT (-121.48704 45.72776)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KLICKITAT COUNTY","53039950301"
"7SAYGDEF4P","King","Seattle","WA","98125","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","46","254424957","POINT (-122.30253 47.72656)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033000700"
"7YAKNDDCXS","King","Kirkland","WA","98034","2025","HYUNDAI","IONIQ 5","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","45","276801535","POINT (-122.22901 47.72201)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022003"
"7SAYGDEDXT","King","Kent","WA","98031","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","47","292611980","POINT (-122.17743 47.41185)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029408"
"7SAYGAEE3R","King","Seattle","WA","98125","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","46","274022402","POINT (-122.30253 47.72656)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033000700"
"5YJ3E1EA3P","King","Kirkland","WA","98033","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","48","241406952","POINT (-122.2066 47.67887)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022501"
"KNDRMDJH0S","King","Redmond","WA","98052","2025","KIA","SORENTO","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","30","48","276546091","POINT (-122.13158 47.67858)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022902"
"2C4RC1S75M","King","Seattle","WA","98103","2021","CHRYSLER","PACIFICA","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","32","46","156772857","POINT (-122.35436 47.67596)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033002700"
"7PDSGGBA7T","Kitsap","Poulsbo","WA","98370","2026","RIVIAN","R1S","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","23","287114047","POINT (-122.64681 47.73689)","PUGET SOUND ENERGY INC","53035091100"
"3GPKHXRJ3R","Cowlitz","Kelso","WA","98626","2024","HONDA","PROLOGUE","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","19","271142357","POINT (-122.89867 46.14424)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY","53015000901"
"3FMTK4SX9N","Clark","Camas","WA","98607","2022","FORD","MUSTANG MACH-E","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","18","207812265","POINT (-122.40199 45.58694)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040605"
"7SAYGDEE3T","King","Bellevue","WA","98004","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","41","286077151","POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024002"
"7PDSGBBA9R","King","Kirkland","WA","98033","2024","RIVIAN","R1S","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","45","265739120","POINT (-122.2066 47.67887)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022603"
"YV4ED3GL3P","Kitsap","Port Orchard","WA","98367","2023","VOLVO","C40","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","26","230948819","POINT (-122.68471 47.50524)","PUGET SOUND ENERGY INC","53035092902"
"1N4AZ1CP8J","King","Kirkland","WA","98034","2018","NISSAN","LEAF","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","151","45","290500269","POINT (-122.22901 47.72201)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033021903"
"5YJSA1E57M","King","Kirkland","WA","98033","2021","TESLA","MODEL S","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","48","182732938","POINT (-122.2066 47.67887)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022703"
"WB523CF04R","King","Sammamish","WA","98074","2024","BMW","IX","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","45","268380353","POINT (-122.02054 47.60326)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032318"
"KM8KRDDF6R","King","Auburn","WA","98002","2024","HYUNDAI","IONIQ 5","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","31","276667765","POINT (-122.2229 47.307)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033030700"
"YV4H60DA8P","King","Seattle","WA","98109","2023","VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","35","36","225783582","POINT (-122.35022 47.63824)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033006703"
"1C4RJYB65P","King","Bothell","WA","98011","2023","JEEP","GRAND CHEROKEE","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","25","1","261425153","POINT (-122.20563 47.76144)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033021804"
"5YJ3E1EA1T","King","Kirkland","WA","98033","2026","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","48","287781329","POINT (-122.2066 47.67887)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022701"
"5YJ3E1EBXS","Kitsap","Poulsbo","WA","98370","2025","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","23","282738858","POINT (-122.64681 47.73689)","PUGET SOUND ENERGY INC","53035090202"
"7SAYGDEE9N","King","Redmond","WA","98052","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","48","213557746","POINT (-122.13158 47.67858)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032325"
"7SAYGDED8P","King","Bellevue","WA","98006","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","41","259778473","POINT (-122.12096 47.55584)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024800"
"7SAYGDED7T","King","Seattle","WA","98109","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","36","282166391","POINT (-122.35022 47.63824)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033006703"
"1G1FW6S02J","Thurston","Olympia","WA","98501","2018","CHEVROLET","BOLT EV","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","238","22","268112071","POINT (-122.89165 47.03954)","PUGET SOUND ENERGY INC","53067010100"
"JTJCJMGA0T","King","Renton","WA","98056","2026","LEXUS","RX","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","38","11","289303549","POINT (-122.18839 47.51197)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033025601"
"5UXTS1C03M","King","Kirkland","WA","98034","2021","BMW","X3","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","17","45","142151712","POINT (-122.22901 47.72201)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033021903"
"1G1RB6S59H","King","Bellevue","WA","98006","2017","CHEVROLET","VOLT","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","53","41","195648407","POINT (-122.12096 47.55584)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033025001"
"1FT6W3L70S","Kitsap","Port Orchard","WA","98366","2025","FORD","F-150","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","26","280437727","POINT (-122.63848 47.5414)","PUGET SOUND ENERGY INC","53035092200"
"5YJXCBE24K","King","Tukwila","WA","98188","2019","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","289","11","2054867","POINT (-122.27979 47.44952)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033026200"
"5YJSA1E20G","Clark","Vancouver","WA","98685","2016","TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","210","18","252567801","POINT (-122.70303 45.70954)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040909"
"5YJSA1E21F","King","Kirkland","WA","98034","2015","TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","208","45","291199989","POINT (-122.22901 47.72201)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022003"
"7SAYGDEE7P","Snohomish","Mill Creek","WA","98012","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","44","230914715","POINT (-122.20105 47.84423)","PUGET SOUND ENERGY INC","53061052008"
"5UX43EU00S","King","Seattle","WA","98105","2025","BMW","X5","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","40","43","272398360","POINT (-122.31307 47.66127)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033004500"
"5YJ3E1EB6J","Jefferson","Port Townsend","WA","98368","2018","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","215","24","475600065","POINT (-122.77263 48.1212)","BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY","53031950501"
"WP0AE2Y1XS","King","Seattle","WA","98102","2025","PORSCHE","TAYCAN","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","43","282696172","POINT (-122.32427 47.63433)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033006600"
"5YJ3E1EA1T","King","Kirkland","WA","98033","2026","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","45","291738520","POINT (-122.2066 47.67887)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022603"
"1G1FY6S07K","Kitsap","Bainbridge Island","WA","98110","2019","CHEVROLET","BOLT EV","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","238","23","195285044","POINT (-122.521 47.62759)","PUGET SOUND ENERGY INC","53035091002"
"KMHM34AC7R","King","Bothell","WA","98011","2024","HYUNDAI","IONIQ 6","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","1","277545467","POINT (-122.20563 47.76144)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033021804"
"7SAYGDEE7R","Snohomish","Bothell","WA","98012","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","44","264882677","POINT (-122.20105 47.84423)","PUGET SOUND ENERGY INC","53061052007"
"1FT6W1EV9N","King","Seattle","WA","98177","2022","FORD","F-150","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","32","240568793","POINT (-122.37238 47.74068)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033000500"
"WA1CAAGE5R","King","Seattle","WA","98177","2024","AUDI","Q8","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","32","260209092","POINT (-122.37238 47.74068)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033000402"
"7SAYGDEE7P","King","Bellevue","WA","98004","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","41","224691169","POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023902"
"7SAYGDEEXP","King","Bellevue","WA","98007","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","48","259976328","POINT (-122.12056 47.61334)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023603"
"JTDKARFP6H","Kitsap","Bremerton","WA","98337","2017","TOYOTA","PRIUS PRIME (PHEV)","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range","25","26","153706094","POINT (-122.62749 47.565)","PUGET SOUND ENERGY INC","53035081200"
"1V25MPE8XR","King","Seattle","WA","98133","2024","VOLKSWAGEN","ID.4","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","46","277657740","POINT (-122.33364 47.73709)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033001300"
"5YJYGDEF0M","King","Kent","WA","98031","2021","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","47","166336341","POINT (-122.17743 47.41185)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033029407"
"7SAYGDEE0R","Thurston","Olympia","WA","98501","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","22","264484587","POINT (-122.89165 47.03954)","PUGET SOUND ENERGY INC","53067010100"
"YV4H60RC8S","Kitsap","Olalla","WA","98359","2025","VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible","35","26","276395710","POINT (-122.54729 47.42602)","PUGET SOUND ENERGY INC","53035092802"
"WVGTMPE2XN","Clark","Vancouver","WA","98683","2022","VOLKSWAGEN","ID.4","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","18","287468982","POINT (-122.49212 45.60365)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011041329"
"5YJ3E1EBXK","Kitsap","Bainbridge Island","WA","98110","2019","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible","220","23","270985340","POINT (-122.521 47.62759)","PUGET SOUND ENERGY INC","53035090700"
